"wsc_id","valid_wsc_id","specific_epithet","subspecific_epithet","sp_author","sp_author_year","has_parantheses","species_lsid","sp_status","wsc_genus_id","genus","gen_author","gen_author_year","genus_lsid","family","fam_author","fam_author_year","family_lsid"
"46081","2","ceciliae",\N,"Mello-Leitão","1931","0","urn:lsid:nmbe.ch:spidersp:000897","SYNONYM","1","Actinopus","Perty","1833","urn:lsid:nmbe.ch:spidergen:00092","Actinopodidae","Simon","1892","urn:lsid:nmbe.ch:spiderfam:0063"
"46082","31","crassa",\N,"O. Pickard-Cambridge","1869","1",\N,"SYNONYM","2","Missulena","Walckenaer","1805","urn:lsid:nmbe.ch:spidergen:00093","Actinopodidae","Simon","1892","urn:lsid:nmbe.ch:spiderfam:0063"
"46083","35","formidabilis",\N,"O. Pickard-Cambridge","1869","1",\N,"SYNONYM","2","Missulena","Walckenaer","1805","urn:lsid:nmbe.ch:spidergen:00093","Actinopodidae","Simon","1892","urn:lsid:nmbe.ch:spiderfam:0063"
"46084","33","formosa",\N,"Rainbow","1896","1",\N,"SYNONYM","2","Missulena","Walckenaer","1805","urn:lsid:nmbe.ch:spidergen:00093","Actinopodidae","Simon","1892","urn:lsid:nmbe.ch:spiderfam:0063"
"46085","31","incerta",\N,"O. Pickard-Cambridge","1877","1",\N,"SYNONYM","2","Missulena","Walckenaer","1805","urn:lsid:nmbe.ch:spidergen:00093","Actinopodidae","Simon","1892","urn:lsid:nmbe.ch:spiderfam:0063"
"46086","35","rubrocapitata",\N,"Keyserling, in Ausserer","1875","1",\N,"SYNONYM","2","Missulena","Walckenaer","1805","urn:lsid:nmbe.ch:spidergen:00093","Actinopodidae","Simon","1892","urn:lsid:nmbe.ch:spiderfam:0063"
"46087","35","rugosa",\N,"Ausserer","1875","1",\N,"SYNONYM","2","Missulena","Walckenaer","1805","urn:lsid:nmbe.ch:spidergen:00093","Actinopodidae","Simon","1892","urn:lsid:nmbe.ch:spiderfam:0063"
"46088","33","semicoccineum",\N,"Simon","1896","1",\N,"SYNONYM","2","Missulena","Walckenaer","1805","urn:lsid:nmbe.ch:spidergen:00093","Actinopodidae","Simon","1892","urn:lsid:nmbe.ch:spiderfam:0063"
"46089","102","aglaosa",\N,"Wang & Wang","1991","0",\N,"SYNONYM","5","Agelena","Walckenaer","1805","urn:lsid:nmbe.ch:spidergen:01813","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46090","102","daoxianensis",\N,"Peng, Gong & Kim","1996","0",\N,"SYNONYM","5","Agelena","Walckenaer","1805","urn:lsid:nmbe.ch:spidergen:01813","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46091","94","gracilens","taurica","Thorell","1875","0",\N,"SYNONYM","5","Agelena","Walckenaer","1805","urn:lsid:nmbe.ch:spidergen:01813","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46092","95","micropunctulata",\N,"Wang","1992","0","urn:lsid:nmbe.ch:spidersp:020871","SYNONYM","5","Agelena","Walckenaer","1805","urn:lsid:nmbe.ch:spidergen:01813","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46093","79","sublimbata",\N,"Wang","1991","0",\N,"SYNONYM","5","Agelena","Walckenaer","1805","urn:lsid:nmbe.ch:spidergen:01813","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46094","94","syriaca",\N,"C. L. Koch","1845","0",\N,"SYNONYM","5","Agelena","Walckenaer","1805","urn:lsid:nmbe.ch:spidergen:01813","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46095","77","tubicola",\N,"Bösenberg & Strand","1906","0",\N,"SYNONYM","5","Agelena","Walckenaer","1805","urn:lsid:nmbe.ch:spidergen:01813","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46096","115","gertschi",\N,"Schenkel","1950","0",\N,"SYNONYM","7","Agelenopsis","Giebel","1869","urn:lsid:nmbe.ch:spidergen:01815","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46097","115","guttata",\N,"Chamberlin & Ivie","1941","0",\N,"SYNONYM","7","Agelenopsis","Giebel","1869","urn:lsid:nmbe.ch:spidergen:01815","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46098","149","dia",\N,"Dönitz & Strand","1906","1","urn:lsid:nmbe.ch:spidersp:021217","SYNONYM","11","Allagelena","Zhang, Zhu & Song","2006","urn:lsid:nmbe.ch:spidergen:03707","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46099","149","japonica",\N,"Karsch","1879","1",\N,"SYNONYM","11","Allagelena","Zhang, Zhu & Song","2006","urn:lsid:nmbe.ch:spidergen:03707","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46100","147","sangzhiensis",\N,"Wang","1991","1","urn:lsid:nmbe.ch:spidersp:020883","SYNONYM","11","Allagelena","Zhang, Zhu & Song","2006","urn:lsid:nmbe.ch:spidergen:03707","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46101","169","samaksanensis",\N,"Namkung","2002","1","urn:lsid:nmbe.ch:spidersp:037818","SYNONYM","12","Alloclubionoides","Paik","1992","urn:lsid:nmbe.ch:spidergen:02211","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46102","182","cyrnea",\N,"Brignoli","1974","1",\N,"SYNONYM","13","Aterigena","Bolzern, Hänggi & Burckhardt","2010","urn:lsid:nmbe.ch:spidergen:03973","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46103","185","campephila",\N,"Alayón","1993","0","urn:lsid:nmbe.ch:spidersp:020924","SYNONYM","15","Barronopsis","Chamberlin & Ivie","1941","urn:lsid:nmbe.ch:spidergen:01818","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46104","187","cesari",\N,"Alayón","1993","0","urn:lsid:nmbe.ch:spidersp:020925","SYNONYM","15","Barronopsis","Chamberlin & Ivie","1941","urn:lsid:nmbe.ch:spidergen:01818","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46105","194","lepida","deserta","Caporiacco","1933","1",\N,"SYNONYM","16","Benoitia","Lehtinen","1967","urn:lsid:nmbe.ch:spidergen:01819","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46106","194","maculinota",\N,"Strand","1906","1",\N,"SYNONYM","16","Benoitia","Lehtinen","1967","urn:lsid:nmbe.ch:spidergen:01819","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46107","244","bucharensis",\N,"Charitonov","1969","1",\N,"SYNONYM","19","Coelotes","Blackwall","1841","urn:lsid:nmbe.ch:spidergen:02016","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46108","763","intermedius",\N,"Rosca","1935","0",\N,"SYNONYM","19","Coelotes","Blackwall","1841","urn:lsid:nmbe.ch:spidergen:02016","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46109","315","gypsarpageus",\N,"Zhu & Wang","1991","0","urn:lsid:nmbe.ch:spidersp:022768","SYNONYM","19","Coelotes","Blackwall","1841","urn:lsid:nmbe.ch:spidergen:02016","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46110","759","longimanus",\N,"de Blauwe","1973","0",\N,"SYNONYM","19","Coelotes","Blackwall","1841","urn:lsid:nmbe.ch:spidergen:02016","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46111","311","magnidentatus",\N,"Schenkel","1963","0","urn:lsid:nmbe.ch:spidersp:022808","SYNONYM","19","Coelotes","Blackwall","1841","urn:lsid:nmbe.ch:spidergen:02016","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46112","535","muscus",\N,"Chen & Zhang","1991","1",\N,"SYNONYM","19","Coelotes","Blackwall","1841","urn:lsid:nmbe.ch:spidergen:02016","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46113","340","pastor","cooremani","de Blauwe","1975","0","urn:lsid:nmbe.ch:spidersp:022839","SYNONYM","19","Coelotes","Blackwall","1841","urn:lsid:nmbe.ch:spidergen:02016","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46114","343","pastor","lessinensis","Maurer","1982","0","urn:lsid:nmbe.ch:spidersp:022840","SYNONYM","19","Coelotes","Blackwall","1841","urn:lsid:nmbe.ch:spidergen:02016","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46115","309","ruffoi",\N,"de Blauwe","1973","0",\N,"SYNONYM","19","Coelotes","Blackwall","1841","urn:lsid:nmbe.ch:spidergen:02016","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46116","352","sacratus",\N,"Wang, Yin, Peng & Xie","1990","1",\N,"SYNONYM","5547","Sinocoelotes","Zhao & Li","2016","urn:lsid:nmbe.ch:spidergen:04324","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46117","309","zangherii",\N,"Caporiacco","1938","0",\N,"SYNONYM","19","Coelotes","Blackwall","1841","urn:lsid:nmbe.ch:spidergen:02016","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46118","548","baccatus",\N,"Wang","1994","1",\N,"SYNONYM","21","Draconarius","Ovtchinnikov","1999","urn:lsid:nmbe.ch:spidergen:02021","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46119","501","lama",\N,"Brignoli","1976","1",\N,"SYNONYM","21","Draconarius","Ovtchinnikov","1999","urn:lsid:nmbe.ch:spidergen:02021","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46120","614","grossus",\N,"Zhu & Chen","2009","0","urn:lsid:nmbe.ch:spidersp:042707","SYNONYM","21","Draconarius","Ovtchinnikov","1999","urn:lsid:nmbe.ch:spidergen:02021","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46121","513","parabrunneus",\N,"Wang","2003","1",\N,"SYNONYM","5672","Hengconarius","Zhao & S. Q. Li","2018","urn:lsid:nmbe.ch:spidergen:04467","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46122","660","parawudangensis",\N,"Zhang, Zhu & Song","2002","0",\N,"SYNONYM","21","Draconarius","Ovtchinnikov","1999","urn:lsid:nmbe.ch:spidergen:02021","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46123","595","rufuloides",\N,"Zhang, Peng & Kim","1997","1","urn:lsid:nmbe.ch:spidersp:022862","SYNONYM","21","Draconarius","Ovtchinnikov","1999","urn:lsid:nmbe.ch:spidergen:02021","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46124","499","semilunatus",\N,"Zhu & Chen","2009","0","urn:lsid:nmbe.ch:spidersp:042706","SYNONYM","21","Draconarius","Ovtchinnikov","1999","urn:lsid:nmbe.ch:spidergen:02021","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46125","478","shuangpaiensis",\N,"Peng, Gong & Kim","1996","1",\N,"SYNONYM","21","Draconarius","Ovtchinnikov","1999","urn:lsid:nmbe.ch:spidergen:02021","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46126","535","sinualis",\N,"Chen, Zhao & Wang","1991","1",\N,"SYNONYM","21","Draconarius","Ovtchinnikov","1999","urn:lsid:nmbe.ch:spidergen:02021","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46127","674","carpetana",\N,"Brignoli","1978","1",\N,"SYNONYM","22","Eratigena","Bolzern, Burckhardt & Hänggi","2013","urn:lsid:nmbe.ch:spidergen:04112","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46128","674","cisticola",\N,"Simon","1870","1",\N,"SYNONYM","22","Eratigena","Bolzern, Burckhardt & Hänggi","2013","urn:lsid:nmbe.ch:spidergen:04112","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46129","670","derouetae",\N,"Dresco","1957","1",\N,"SYNONYM","22","Eratigena","Bolzern, Burckhardt & Hänggi","2013","urn:lsid:nmbe.ch:spidergen:04112","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46131","675","ericarum",\N,"Simon","1875","1",\N,"SYNONYM","22","Eratigena","Bolzern, Burckhardt & Hänggi","2013","urn:lsid:nmbe.ch:spidergen:04112","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46133","680","lusitanica",\N,"Schenkel","1938","1",\N,"SYNONYM","22","Eratigena","Bolzern, Burckhardt & Hänggi","2013","urn:lsid:nmbe.ch:spidergen:04112","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46134","674","maderiana",\N,"Thorell","1875","1","urn:lsid:nmbe.ch:spidersp:021251","SYNONYM","22","Eratigena","Bolzern, Burckhardt & Hänggi","2013","urn:lsid:nmbe.ch:spidergen:04112","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46135","681","malacensis",\N,"Thorell","1875","1",\N,"SYNONYM","22","Eratigena","Bolzern, Burckhardt & Hänggi","2013","urn:lsid:nmbe.ch:spidergen:04112","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46136","670","nervosa",\N,"Simon","1870","1","urn:lsid:nmbe.ch:spidersp:021265","SYNONYM","22","Eratigena","Bolzern, Burckhardt & Hänggi","2013","urn:lsid:nmbe.ch:spidergen:04112","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46137","668","osellai",\N,"Brignoli","1971","1","urn:lsid:nmbe.ch:spidersp:021267","SYNONYM","22","Eratigena","Bolzern, Burckhardt & Hänggi","2013","urn:lsid:nmbe.ch:spidergen:04112","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46138","674","patula",\N,"Simon","1870","1",\N,"SYNONYM","22","Eratigena","Bolzern, Burckhardt & Hänggi","2013","urn:lsid:nmbe.ch:spidergen:04112","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46139","670","praegrandis",\N,"Fox","1937","1",\N,"SYNONYM","22","Eratigena","Bolzern, Burckhardt & Hänggi","2013","urn:lsid:nmbe.ch:spidergen:04112","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46141","668","rhaetica",\N,"Thorell","1875","1",\N,"SYNONYM","22","Eratigena","Bolzern, Burckhardt & Hänggi","2013","urn:lsid:nmbe.ch:spidergen:04112","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46143","668","trinacriae",\N,"Brignoli","1971","1","urn:lsid:nmbe.ch:spidersp:021299","SYNONYM","22","Eratigena","Bolzern, Burckhardt & Hänggi","2013","urn:lsid:nmbe.ch:spidergen:04112","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46144","719","debilis",\N,"Thorell","1875","0",\N,"SYNONYM","26","Histopona","Thorell","1869","urn:lsid:nmbe.ch:spidergen:01824","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46145","703","laeta","paganettii","Nosek","1905","1",\N,"SYNONYM","26","Histopona","Thorell","1869","urn:lsid:nmbe.ch:spidergen:01824","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46146","741","perita",\N,"Chamberlin & Gertsch","1929","1",\N,"SYNONYM","27","Hololena","Chamberlin & Gertsch","1929","urn:lsid:nmbe.ch:spidergen:01825","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46147","752","levii",\N,"Song & Li","1990","0",\N,"SYNONYM","28","Huangyuania","Song & Li","1990","urn:lsid:nmbe.ch:spidergen:01826","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46148","752","triangulata",\N,"Wang","1992","1",\N,"SYNONYM","28","Huangyuania","Song & Li","1990","urn:lsid:nmbe.ch:spidergen:01826","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46149","788","atrata",\N,"Wang, Yin, Peng & Xie","1990","1",\N,"SYNONYM","32","Iwogumoa","Kishida","1955","urn:lsid:nmbe.ch:spidergen:03777","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46150","774","cincta",\N,"Zhu, Song, Gao & Guan","1993","1",\N,"SYNONYM","32","Iwogumoa","Kishida","1955","urn:lsid:nmbe.ch:spidergen:03777","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46151","777","curta",\N,"Bösenberg & Strand","1906","1",\N,"SYNONYM","32","Iwogumoa","Kishida","1955","urn:lsid:nmbe.ch:spidergen:03777","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46152","774","paradicranata",\N,"Guan, Song, Zhu & Gao","1993","1",\N,"SYNONYM","32","Iwogumoa","Kishida","1955","urn:lsid:nmbe.ch:spidergen:03777","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46153","784","tropidosata",\N,"Wang & Zhu","1991","1",\N,"SYNONYM","32","Iwogumoa","Kishida","1955","urn:lsid:nmbe.ch:spidergen:03777","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46154","830","libanica",\N,"de Blauwe","1980a","1",\N,"SYNONYM","39","Maimuna","Lehtinen","1967","urn:lsid:nmbe.ch:spidergen:01831","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46155","948","huangsangensis",\N,"Peng, Yan, Liu & Kim","1998","1",\N,"SYNONYM","53","Orumcekia","Koçak & Kemal","2008","urn:lsid:nmbe.ch:spidergen:03828","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46156","948","yanling",\N,"Zhang & Yin","2001","1",\N,"SYNONYM","53","Orumcekia","Koçak & Kemal","2008","urn:lsid:nmbe.ch:spidergen:03828","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46157","948","yoshikoae",\N,"Nishikawa","1995","1",\N,"SYNONYM","53","Orumcekia","Koçak & Kemal","2008","urn:lsid:nmbe.ch:spidergen:03828","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46158","966","birulai",\N,"Ermolaev","1927","1",\N,"SYNONYM","55","Pireneitega","Kishida","1955","urn:lsid:nmbe.ch:spidergen:03778","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46159","974","csikii",\N,"Kulczyński","1901","1",\N,"SYNONYM","55","Pireneitega","Kishida","1955","urn:lsid:nmbe.ch:spidergen:03778","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46160","974","fasciata",\N,"Wang, Yin, Peng & Xie","1990","1",\N,"SYNONYM","55","Pireneitega","Kishida","1955","urn:lsid:nmbe.ch:spidergen:03778","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46161","966","japonica",\N,"Karsch","1879","1",\N,"SYNONYM","55","Pireneitega","Kishida","1955","urn:lsid:nmbe.ch:spidergen:03778","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46162","963","kekenboschi",\N,"de Blauwe","1973","1",\N,"SYNONYM","55","Pireneitega","Kishida","1955","urn:lsid:nmbe.ch:spidergen:03778","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46163","974","luctuosa","schensiensis","Schenkel","1963","1",\N,"SYNONYM","55","Pireneitega","Kishida","1955","urn:lsid:nmbe.ch:spidergen:03778","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46164","974","moellendorffi",\N,"Karsch","1881","1",\N,"SYNONYM","55","Pireneitega","Kishida","1955","urn:lsid:nmbe.ch:spidergen:03778","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46165","974","qinlingensis",\N,"Peng, Gong & Kim","1996","1",\N,"SYNONYM","55","Pireneitega","Kishida","1955","urn:lsid:nmbe.ch:spidergen:03778","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46166","966","sakhalinensis",\N,"Marusik & Logunov","1991","1",\N,"SYNONYM","55","Pireneitega","Kishida","1955","urn:lsid:nmbe.ch:spidergen:03778","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46167","975","subluctuosa",\N,"Zhu & Wang","1994","1",\N,"SYNONYM","55","Pireneitega","Kishida","1955","urn:lsid:nmbe.ch:spidergen:03778","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46168","974","vulgaris",\N,"Paik","1971","1",\N,"SYNONYM","55","Pireneitega","Kishida","1955","urn:lsid:nmbe.ch:spidergen:03778","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46169","1023","laoyingensis",\N,"Chen & Zhao","1997","1",\N,"SYNONYM","62","Spiricoelotes","Wang","2002","urn:lsid:nmbe.ch:spidergen:03489","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46170","1024","chhanguensis",\N,"Tikader","1970","1",\N,"SYNONYM","63","Tamgrinia","Lehtinen","1967","urn:lsid:nmbe.ch:spidergen:02046","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46171","1026","potanini",\N,"Schenkel","1963","1",\N,"SYNONYM","63","Tamgrinia","Lehtinen","1967","urn:lsid:nmbe.ch:spidergen:02046","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46172","1024","yadongensis",\N,"Hu & Li","1987","1",\N,"SYNONYM","63","Tamgrinia","Lehtinen","1967","urn:lsid:nmbe.ch:spidergen:02046","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46173","1049","bicaudatus",\N,"Paik","1976","1",\N,"SYNONYM","65","Tegecoelotes","Ovtchinnikov","1999","urn:lsid:nmbe.ch:spidergen:02048","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46174","1049","erraticus",\N,"Nishikawa","1983","1",\N,"SYNONYM","65","Tegecoelotes","Ovtchinnikov","1999","urn:lsid:nmbe.ch:spidergen:02048","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46175","1044","muscicapus",\N,"Bösenberg & Strand","1906","1",\N,"SYNONYM","65","Tegecoelotes","Ovtchinnikov","1999","urn:lsid:nmbe.ch:spidergen:02048","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46176","1088","amygdaliformis",\N,"Zhu & Wang","1991","1","urn:lsid:nmbe.ch:spidersp:022716","SYNONYM","66","Tegenaria","Latreille","1804","urn:lsid:nmbe.ch:spidergen:01850","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46177","1128","antrias",\N,"Crosby","1926","0",\N,"SYNONYM","66","Tegenaria","Latreille","1804","urn:lsid:nmbe.ch:spidergen:01850","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46178","1139","antrorum",\N,"Simon","1916","0","urn:lsid:nmbe.ch:spidersp:021193","SYNONYM","66","Tegenaria","Latreille","1804","urn:lsid:nmbe.ch:spidergen:01850","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46179","1157","austriaca",\N,"Kulczyński","1898","0",\N,"SYNONYM","66","Tegenaria","Latreille","1804","urn:lsid:nmbe.ch:spidergen:01850","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46180","1128","baronii",\N,"Brignoli","1977","0","urn:lsid:nmbe.ch:spidersp:021199","SYNONYM","66","Tegenaria","Latreille","1804","urn:lsid:nmbe.ch:spidergen:01850","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46181","1128","bidentata",\N,"Keyserling","1877","0",\N,"SYNONYM","66","Tegenaria","Latreille","1804","urn:lsid:nmbe.ch:spidergen:01850","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46182","1133","bithyniae",\N,"Brignoli","1978","0","urn:lsid:nmbe.ch:spidersp:021200","SYNONYM","66","Tegenaria","Latreille","1804","urn:lsid:nmbe.ch:spidergen:01850","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46183","1133","boitanii",\N,"Brignoli","1978","0",\N,"SYNONYM","66","Tegenaria","Latreille","1804","urn:lsid:nmbe.ch:spidergen:01850","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46184","1128","cerrutii",\N,"Roewer","1960","0","urn:lsid:nmbe.ch:spidersp:021208","SYNONYM","66","Tegenaria","Latreille","1804","urn:lsid:nmbe.ch:spidergen:01850","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46185","1157","cubicularis",\N,"C. L. Koch","1834","0",\N,"SYNONYM","66","Tegenaria","Latreille","1804","urn:lsid:nmbe.ch:spidergen:01850","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46186","1088","domesticoides",\N,"Schmidt & Piepho","1994","0","urn:lsid:nmbe.ch:spidersp:021219","SYNONYM","66","Tegenaria","Latreille","1804","urn:lsid:nmbe.ch:spidergen:01850","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46187","1084","drescoi",\N,"Brignoli","1971","0","urn:lsid:nmbe.ch:spidersp:021221","SYNONYM","66","Tegenaria","Latreille","1804","urn:lsid:nmbe.ch:spidergen:01850","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46188","1088","dubia",\N,"Blackwall","1864","0",\N,"SYNONYM","66","Tegenaria","Latreille","1804","urn:lsid:nmbe.ch:spidergen:01850","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46189","1088","fragilis",\N,"Mello-Leitão","1941","1",\N,"SYNONYM","66","Tegenaria","Latreille","1804","urn:lsid:nmbe.ch:spidergen:01850","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46190","1094","heteropalpa",\N,"Lebert","1877","0",\N,"SYNONYM","66","Tegenaria","Latreille","1804","urn:lsid:nmbe.ch:spidergen:01850","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
"46191","1063","labyrinthi",\N,"Brignoli","1984","0","urn:lsid:nmbe.ch:spidersp:021244","SYNONYM","66","Tegenaria","Latreille","1804","urn:lsid:nmbe.ch:spidergen:01850","Agelenidae","C. L. Koch","1837","urn:lsid:nmbe.ch:spiderfam:0037"
